state,county,plant_count,generator_count,operable_nameplate_capacity_mw,operable_summer_capacity_mw,operable_winter_capacity_mw,dominant_primary_fuel_code
MN,Houston,2,2,2,2,2,SUN
MN,Isanti,6,7,215.2,194.6,219.4,SUN
MN,Itasca,4,10,955.7,963.9,963.9,SUB
MN,Jackson,9,10,358.6,354.8,354.8,WND
MN,Kanabec,2,4,15.4,14.7,14.7,NG
MN,Kandiyohi,14,19,30,29.8,29.4,SUN
MN,Koochiching,2,8,66.5,54.2,54.2,BLQ
MN,Lake,2,4,135.6,109.1,109.1,SUB
MN,Le Sueur,14,21,47.9,47.1,47.1,SUN
MN,Lincoln,26,25,1051.9,1040,1040,WND
MN,Lyon,15,17,121.2,116.8,121.8,SUN
MN,Martin,9,24,844.8,801.5,857.2,WND
MN,McLeod,21,40,188.5,167.29,169.59,SUN
MN,Meeker,7,15,65.9,65.9,65.9,SUN
MN,Mille Lacs,1,5,12.3,12.8,12.8,DFO
MN,Morrison,3,10,33.5,32.1,32.1,WAT
MN,Mower,8,11,1141.7,1087.7,1142,WND
MN,Murray,17,12,358,349.5,349.3,SUN
MN,Nicollet,9,13,16.5,16.5,16.5,SUN
MN,Nobles,11,23,510.6,509.6,509.6,WND
MN,Norman,1,2,4,3.8,3.8,DFO
MN,Olmsted,18,42,231,211.7,211.4,SUN
MN,Otter Tail,4,4,53.4,53.2,53.2,WAT
MN,Pennington,1,6,6.5,5.8,5.8,DFO
MN,Pine,2,2,28,24.4,31.5,SUN
MN,Pipestone,29,39,383.7,381.6,381.6,WND
MN,Polk,2,4,14,14,14,SUB
MN,Pope,20,23,29,28.5,28.5,SUN
MN,Ramsey,5,9,701,582.9,624.9,NG
MN,Red Lake,1,2,5.6,5.6,5.6,SUN
MN,Redwood,12,19,29.9,29.3,29.1,SUN
MN,Renville,29,28,35.4,35.3,35.3,SUN
MN,Rice,31,37,401,327.2,355.3,SUN
MN,Rock,8,7,328.5,328.5,328.5,WND
MN,Scott,10,19,639.4,530.9,621.9,SUN
MN,Sherburne,34,33,2181.3,2021.51,2042.11,SUN
MN,Sibley,5,5,7.3,7.3,7.3,SUN
MN,St Louis,7,11,268.9,235.4,240.9,NG
MN,Stearns,42,67,190.7,189.5,189.5,SUN
MN,Steele,11,18,123.8,121.1,121.1,SUN
MN,Stevens,3,3,4.4,2,2.6,WND
MN,Swift,1,5,9,9,9,DFO
MN,Wabasha,10,11,13.5,13.19,13.19,SUN
MN,Waseca,21,28,37.8,37.29,37.59,SUN
MN,Washington,18,31,924.2,803.7,818.7,SUN
MN,Watonwan,2,11,23.8,22.6,23.3,DFO
MN,Wilkin,1,0,0,0,0,
MN,Winona,14,18,32,30.09,29.99,SUN
MN,Wright,25,40,806.4,733,770.4,SUN
MN,Yellow Medicine,5,6,13,13,13,SUN
MO,Adair,2,0,0,0,0,
MO,Atchison,5,5,800.4,776.9,790.3,WND
MO,Audrain,6,12,1118.4,903.3,1048,SUN
MO,Barton,1,1,149.4,145.5,145.5,WND
MO,Bates,2,7,13.7,12.1,12.1,DFO
MO,Benton,1,6,161.4,186,186,WAT
MO,Bollinger,1,0,0,0,0,
MO,Boone,5,27,320.6,283.9,310.5,DFO
MO,Buchanan,2,8,280,250.79,256.69,NG
MO,Butler,1,5,34.1,32.69,32.69,NG
MO,Caldwell,1,0,0,0,0,
MO,Callaway,3,4,1269,1215.3,1266.9,NUC
MO,Camden,1,2,3,3,3,WAT
MO,Cape Girardeau,3,11,27.5,26.5,27.4,SUN
MO,Carroll,1,6,20.6,19.5,19.5,NG
MO,Cass,3,7,1095.1,1043.5,1132.3,NG
MO,Cedar,2,2,54.5,54.5,54.5,SUN
MO,Chariton,1,4,6.4,5.2,6,DFO
MO,Christian,1,1,7.9,7.9,7.9,SUN
MO,Clark,1,8,7.4,7.1,7.4,DFO
MO,Clay,1,0,0,0,0,
MO,Clinton,1,0,0,0,0,
MO,Cole,3,5,132.1,111.7,140.7,DFO
MO,Dade,1,0,0,0,0,
MO,Daviess,2,4,7.2,7,7,DFO
MO,DeKalb,2,2,368.9,363.8,363.8,WND
MO,Dunklin,4,14,553.9,476.9,499.9,DFO
MO,Franklin,1,4,2389.4,2372,2464,SUB
MO,Gentry,2,5,61,61,61,WND
MO,Greene,7,10,926.4,825.9,825.9,NG
MO,Grundy,4,13,30.3,29.5,29.5,DFO
MO,Henry,2,0,0,0,0,
MO,Howard,1,4,10.9,9.2,9.2,DFO
MO,Howell,2,3,55.4,50,57,NG
MO,Jackson,14,31,2018.5,1736.8,1665.2,NG
MO,Jasper,5,18,1113.6,923.9,1024.9,NG
MO,Jefferson,1,0,0,0,0,
MO,Johnson,1,3,321.3,261,294,NG
MO,Laclede,1,1,2.5,2.5,2.5,SUN
MO,Lafayette,2,7,54.1,49.7,53.1,DFO
MO,Lawrence,1,1,149.4,145.6,145.6,WND
MO,Lincoln,1,0,0,0,0,
MO,Linn,1,4,8,8,8,DFO
MO,Livingston,2,8,92.5,92.5,96.5,DFO
MO,Macon,6,5,17.4,17.8,18.8,DFO
MO,Madison,1,2,27.6,24,27.6,NG
MO,Maries,1,0,0,0,0,
MO,Miller,1,8,208,234,234,WAT
MO,Montgomery,1,1,5.7,5.7,5.7,SUN
MO,New Madrid,1,2,1300,1200,1222,SUB
MO,Nodaway,5,6,844.5,699.9,756.9,WND
MO,Phelps,1,1,2.8,2.8,2.8,SUN
MO,Pike,1,4,240,172,216,NG
MO,Platte,2,2,1753.9,1602.2,1602.2,SUB
MO,Pulaski,1,1,2.8,2.8,2.8,SUN
MO,Putnam,2,11,61.9,48,52,DFO
MO,Ralls,2,2,58,58,58,WAT
MO,Randolph,2,4,1242.3,1184,1222,DFO
MO,Reynolds,1,2,408,440,440,WAT
MO,Saline,2,7,33.6,32.1,35.1,NG
MO,Schuyler,1,1,400,375.5,385.4,WND
MO,Scotland,1,10,8.8,8.8,8.8,DFO
MO,Scott,3,1,261,240,240,SUB
MO,Shelby,3,8,14.8,14.8,14.8,DFO
MO,St Charles,2,3,1103.9,978.5,998.5,SUN
MO,St Francois,5,9,18.5,12.9,14.5,DFO
MO,St Louis,4,6,34.2,33.4,34.8,NG
MO,St Louis City,4,12,45.9,45.87,45.87,SUN
MO,Stoddard,1,1,121.2,94,122,NG
MO,Taney,2,8,216,232.5,232.5,WAT
MO,Vernon,1,1,21.6,16,20.1,DFO
MO,Warren,1,1,139,139,139,SUN
MO,Wright,1,2,4,3.8,3.8,LFG
MS,,1,0,0,0,0,
MS,Adams,1,0,0,0,0,
MS,Attala,1,3,551.3,459.3,515.5,NG
MS,Benton,1,6,1003.5,918,999,NG
MS,Bolivar,1,0,0,0,0,
MS,Carroll,1,1,100,100,100,SUN
MS,Chickasaw,2,2,4.7,4.7,4.7,LFG
MS,Choctaw,3,8,2263.2,1931,2089,NG
MS,Claiborne,1,1,1440,1390.3,1404.7,NUC
MS,Clarke,1,1,78.5,78.5,78.5,SUN
MS,Clay,1,0,0,0,0,
MS,Coahoma,4,9,546.1,542,544.8,NG
MS,Covington,1,0,0,0,0,
MS,DeSoto,3,1,100,100,100,SUN
MS,Desoto,1,6,903.9,780,891,NG
MS,Forrest,2,1,50,50,50,SUN
MS,George,1,2,28.4,22.6,22.6,NG
MS,Grenada,1,0,0,0,0,
MS,Hancock,1,1,78.5,78.5,78.5,SUN
MS,Harrison,2,4,922.6,757.5,765.7,SUN
MS,Henderson,1,0,0,0,0,
MS,Hinds,4,5,604.6,476.9,552.4,NG
MS,Jackson,2,13,2399.5,2289.6,2340.6,NG
MS,Jasper,2,0,0,0,0,
MS,Jefferson Davis,1,3,250.5,225,250.5,NG
MS,Jones,1,7,510.5,477,510.5,NG
MS,Kemper,2,7,1212,997.2,1104.4,NG
MS,Lamar,3,4,662,634.5,685.7,SUN
MS,Lauderdale,4,8,108.4,98.5,107.5,SUN
MS,Lawrence,1,2,81.5,81.5,81.5,BLQ
MS,Leake,1,2,3,3,3,MWH
MS,Lowndes,4,12,1129.6,1093.6,1204.6,NG
MS,Madison,1,1,100,100,100,SUN
MS,Marshall,4,1,4.8,4.8,4.8,SUN
MS,Monroe,1,0,0,0,0,
MS,Oktibbeha,1,2,26,26,26,NG
MS,Panola,6,9,904.1,871.1,896.6,SUN
MS,Perry,1,2,50.4,52.2,53.4,BLQ
MS,Rankin,1,1,1.2,1.2,1.2,SUN
MS,Scott,1,1,175,175,175,SUN
MS,Smith,2,4,148.2,135.2,149.2,NG
MS,Sunflower,3,2,199,199,199,SUN
MS,Tallahatchie,1,0,0,0,0,
MS,Walthall,1,2,1.6,1.4,1.6,WH
MS,Warren,4,11,58.5,46.2,46.4,NG
MS,Washington,3,1,781.4,706.5,729.8,NG
MS,Yazoo,2,4,59.1,53.3,57.3,NG
MT,Beaverhead,2,1,80,80,80,SUN
MT,Big Horn,3,6,396.9,397.5,397.5,SUB
MT,Broadwater,1,1,9.7,9.7,9.7,WAT
MT,Carbon,4,2,241.8,241.8,239.8,WND
MT,Cascade,8,20,330.9,345.1,345.1,WAT
MT,Custer,2,2,231.2,231.5,235.4,WND
MT,Dawson,1,2,83.7,74.9,84.1,NG
MT,Deer Lodge,2,3,203.1,132.3,144.3,NG
MT,Fallon,1,1,30,30,30,WND
MT,Flathead,4,10,438.1,438.8,438.8,WAT
MT,Gallatin,1,1,2,2,2,SUN
MT,Golden Valley,1,1,3,3,3,SUN
MT,Granite,1,1,2,2,2,WAT
MT,Judith Basin,2,2,120,120,120,WND
MT,Lake,1,3,227.8,227.8,227.8,WAT
MT,Lewis and Clark,4,10,77.3,79.9,79.9,WAT
MT,Liberty,1,1,7.5,7.5,7.5,WAT
MT,Lincoln,1,5,525,525,525,WAT
MT,Madison,1,4,16.4,16.4,16.4,WAT
MT,McCone,2,5,179.7,218,218,WAT
MT,Meagher,1,4,17.7,17.7,17.7,WND
MT,Missoula,1,0,0,0,0,
MT,Richland,1,2,18.6,18.2,18.2,NG
MT,Roosevelt,3,9,168.2,125,155,WH
MT,Rosebud,5,6,2261.8,2086.3,2088.8,WND
MT,Sanders,2,12,585.9,674.2,716.5,WAT
MT,Silver Bow,1,9,54.9,54,54,NG
MT,Stillwater,4,4,93.7,93.7,93.7,WAT
MT,Sweet Grass,2,1,25,25,25,WND
MT,Teton,3,4,48,48,35,WND
MT,Toole,3,3,399,390.2,390.2,WND
MT,Wheatland,6,4,164.7,164.7,164.7,WND
MT,Yellowstone,8,23,359.9,302.2,305.2,SUN
NC,,2,0,0,0,0,
NC,Alamance,11,10,32.7,32.7,32.7,SUN
NC,Alexander,3,3,11,11,11,SUN
NC,Anson,10,24,570.6,547.4,591,SUN
NC,Beaufort,11,11,196.5,196.5,196.5,SUN
NC,Bertie,6,6,45,44.7,44.7,SUN
NC,Bladen,18,35,372,372,372,SUN
NC,Brunswick,5,8,2070.6,1929.8,1995.3,SUN
NC,Buncombe,9,13,1032.8,835.3,951.3,SUN
NC,Burke,9,11,48.5,51.7,51.6,DFO
NC,Cabarrus,7,8,126.7,124.3,124.8,SUN
NC,Caldwell,4,6,39.8,47.4,47.2,SUN
NC,Camden,4,4,35,35,35,SUN
NC,Carteret,1,0,0,0,0,
NC,Caswell,4,4,17.9,17.9,17.9,SUN
NC,Catawba,18,20,2328.1,2269.5,2280,SUN
NC,Chatham,13,12,42.1,42,42,SUN
NC,Cherokee,4,5,168.3,176.4,144,SUN
NC,Chowan,6,7,211.4,211.4,211.4,SUN
NC,Clay,2,4,15,15.7,14.9,WAT
NC,Cleveland,30,37,2953.6,2752.8,2817,SUN
NC,Columbus,20,20,165.9,166.3,162.5,SUN
NC,Craven,12,29,137,124.9,128.9,SUN
NC,Cumberland,16,26,448.2,369.8,409.8,SUN
NC,Currituck,5,5,262.4,262.4,262.4,SUN
NC,Dare,2,5,15,15,15,DFO
NC,Davidson,12,14,53.8,57.3,54,DFO
NC,Davie,9,6,40.4,40.4,40.4,SUN
NC,Duplin,37,47,194.9,193.8,193.6,SUN
NC,Durham,5,6,18.7,18.6,18.6,SUN
NC,Edgecombe,9,10,284,284.1,284.1,SUN
NC,Forsyth,5,8,22,19.4,19.8,SUN
NC,Franklin,12,14,135.6,135.5,135.5,SUN
NC,Gaston,18,27,146.4,153.8,153.8,SUN
NC,Gates,3,3,15,15,15,SUN
NC,Graham,2,7,185,183,183,WAT
NC,Granville,9,9,42.7,42.6,42.6,SUN
NC,Greene,6,10,27,27,27,SUN
NC,Guilford,14,17,41.9,40.9,40.9,SUN
NC,Halifax,20,27,710.3,724,754.3,SUN
NC,Harnett,14,13,56.7,56.6,56.6,SUN
NC,Haywood,2,4,109.5,113.5,113.5,SUN
NC,Henderson,4,5,12,12.9,12.9,SUN
NC,Hertford,16,20,203.5,221.9,221.9,SUN
NC,Hoke,5,5,34.8,34.7,34.7,SUN
NC,Hyde,2,4,8.5,8.5,8.5,DFO
NC,Iredell,8,9,42.9,43.9,43.9,SUN
NC,Jackson,5,5,50.8,49.6,49.6,WAT
NC,Johnston,32,30,107.1,105.9,105.9,SUN
NC,Jones,12,10,120.5,120.6,120.4,SUN
NC,Lee,9,9,38.8,40.1,40.1,SUN
NC,Lenoir,15,18,165.2,165.2,165.2,SUN
NC,Lincoln,6,25,2653.6,1863.6,2246.6,WAT
NC,Macon,3,4,45.6,47.4,47.4,WAT
NC,Madison,3,10,12.5,11.5,11.5,WAT
NC,Martin,17,17,216,216.8,216.8,SUN
NC,Mecklenburg,8,9,2457.4,2332,2402.6,DFO
NC,Montgomery,13,23,261.2,258.1,258.1,SUN
NC,Moore,11,20,49.2,49.2,49.2,SUN
NC,NOT IN FILE,1,0,0,0,0,
NC,Nash,33,31,299.4,298.8,298.6,SUN
NC,New Hanover,4,7,853.6,700.6,818.6,SUN
NC,Northampton,17,17,362.8,362.8,362.8,SUN
NC,Onslow,11,9,45.6,45.5,45.5,SUN
NC,Orange,6,7,50,50.3,50.7,SUN
NC,Pamlico,2,2,10,10,10,SUN
NC,Pasquotank,3,3,43.1,42.9,42.9,SUN
NC,Pender,9,9,137.3,137.3,137.3,SUN
NC,Perquimans,9,9,259.2,258.8,258.8,SUN
NC,Person,10,12,3343.9,3165.5,3197.5,SUN
NC,Pitt,11,19,47.8,45.5,46,SUN
NC,Polk,1,2,5.4,5.4,5.4,WAT
NC,ROCKINGHAM,1,3,1.2,1.2,1.2,WAT
NC,Randolph,19,21,70.7,70.6,70.6,SUN
NC,Richmond,14,31,2682.2,2315,2707.6,SUN
NC,Robeson,50,50,418.7,377.3,416.3,SUN
NC,Rockingham,11,17,1717.3,1528.9,1654.9,SUN
NC,Rowan,15,22,1943.4,1695.6,1888.4,SUN
NC,Rutherford,13,13,126.8,126.3,126.3,SUN
NC,Sampson,14,15,50.3,50.2,50.2,SUN
NC,Scotland,19,16,148.7,148.7,148.7,SUN
NC,Stanly,10,15,282,290.8,291.3,SUN
NC,Stokes,6,6,2555.1,2283.9,2283.9,SUN
NC,Surry,8,8,91.8,91.7,91.7,SUN
NC,Swain,1,3,254.7,304.2,304.2,WAT
NC,Union,7,8,106.7,100.6,106.6,SUN
NC,Vance,13,13,107.8,107.6,106.6,SUN
NC,WILSON,1,2,2.8,2.6,2.6,DFO
NC,Wake,17,21,1007.9,1018.9,1065.3,SUN
NC,Warren,11,11,154.4,154.3,138.8,SUN
NC,Washington,3,3,149.6,159,159,SUN
NC,Wayne,37,41,2180.9,1843.1,2162.1,SUN
NC,Wilkes,1,0,0,0,0,
NC,Wilson,13,13,128.4,122,111.7,SUN
NC,Yadkin,9,7,81.4,81.4,81.4,SUN
ND,Adams,1,2,155.5,155.5,155.5,WND
ND,Barnes,3,3,258.9,258.9,258.9,WND
ND,Bowman,2,1,19.5,19.5,19.5,WND
ND,Burke,1,1,199.4,199.4,199.4,WND
ND,Burleigh,3,4,201.4,201.4,201.4,WND
ND,Cass,2,1,2,2,1.3,DFO
ND,Cavalier,3,3,199.5,199.5,199.5,WND
ND,Dickey,2,2,330,330,330,WND
ND,Emmons,1,1,200,200,200,WND
ND,Grand Forks,1,0,0,0,0,
ND,LaMoure,1,1,61.5,61.5,61.5,WND
ND,McHenry,2,2,111.9,111.9,111.9,WND
ND,McIntosh,2,1,150,150,150,WND
ND,McKenzie,1,6,363,240,270,NG
ND,McLean,2,4,1215.6,1148.2,1148.2,RC
ND,Mercer,6,10,2643.4,2496.4,2503.3,LIG
ND,Morton,10,14,996,993.7,1037.1,WND
ND,Oliver,4,5,1031.4,981.4,989.4,WND
ND,Pembina,2,1,6,6,6,SUB
ND,Pierce,1,1,149,149,149,WND
ND,Ransom,1,2,9.8,9.8,9.8,AB
ND,Richland,2,1,1.5,1.5,1.5,DFO
ND,Rolette,1,1,150,147.9,147.9,WND
ND,Stark,2,2,300,300,300,WND
ND,Steele,2,2,169.5,169.5,169.5,WND
ND,Stutsman,3,4,354.4,327.71,340.67,WND
ND,Traill,2,3,17.3,17.3,17.3,SUB
ND,Walsh,1,4,4,4,4,DFO
ND,Ward,2,2,120,120,120,WND
ND,Williams,5,17,741.9,681.6,690.6,WND
NE,Adams,5,7,388.5,355,355,NG
NE,Antelope,5,5,818.2,812.3,812.3,WND
NE,Boone,2,2,120.4,120.4,120.4,WND
NE,Boyd,1,0,0,0,0,
NE,Brown,1,1,59.4,59.4,59.4,WND
NE,Buffalo,2,2,7.3,6.8,6.8,WAT
NE,Burt,3,5,3.9,2.5,2.5,SUN
NE,Butler,1,7,10.6,8.7,8.7,DFO
NE,Cass,2,3,346,324.8,247.8,MWH
NE,Cedar,2,6,135.8,104.9,105.2,WAT
NE,Cherry,1,1,1.9,1.9,1.9,WND
NE,Cheyenne,1,3,5.1,4.1,4.2,NG
NE,Cuming,3,7,10.7,10.7,10.7,WND
NE,Custer,5,13,165.6,165.1,165.1,NG
NE,Dakota,2,2,3.8,3.8,3.8,MWH
NE,Dawson,3,3,6.5,6.6,4.6,SUN
NE,Deuel,1,1,1.1,1,1,DFO
NE,Dixon,3,8,323.8,322.9,322.9,NG
NE,Dodge,3,10,177.7,164.2,166.2,SUN
NE,Douglas,5,18,784.1,696.45,528.45,LFG
NE,Fillmore,1,3,6.9,6.9,6.9,WND
NE,Franklin,3,7,10.5,10.5,10.5,DFO
NE,Frontier,1,3,3.4,3,3,NG
NE,Furnas,3,10,9.4,8.7,9.2,DFO
NE,Gage,1,3,247.1,219.5,219.5,NG
NE,Garfield,1,4,3.9,3.9,3.9,DFO
NE,Gosper,3,4,152.9,141.8,141.8,WAT
NE,Greeley,1,5,2.1,2.1,2.1,DFO
NE,Hall,3,5,262.5,191.5,214.7,NG
NE,Holt,2,3,401.5,401.5,401.5,WND
NE,Howard,1,1,1,1,1,SUN
NE,Jefferson,1,1,74.8,74.8,74.8,WND
NE,Johnson,1,5,7,6.6,6.6,DFO
NE,Keith,1,1,50,41,41,WAT
NE,Keya Paha,1,2,3,3,3,WND
NE,Kimball,2,1,30,30,30,WND
NE,Knox,2,2,121,121,121,WND
NE,Lancaster,9,19,807.7,731.7,744.7,NG
NE,Lincoln,3,6,1410.4,1410,1410,WAT
NE,Madison,4,6,16.4,14.1,14.1,DFO
NE,Nemaha,2,7,819.7,786,787.2,DFO
NE,Otoe,4,14,1433.2,1375.5,1375.5,NG
NE,Platte,5,11,139.1,121.7,120.7,WAT
NE,Polk,2,2,3.5,3.5,3.5,WND
NE,Red Willow,1,1,56.7,40.9,40.9,DFO
NE,Richardson,2,10,91.3,89.2,89.2,NG
NE,Saline,4,7,309.6,309.1,309.2,NG
NE,Sarpy,3,9,339.9,317.4,371.4,NG
NE,Saunders,2,7,95.2,94.6,94.6,SUN
NE,Scotts Bluff,2,2,11.5,10,10,SUN
NE,Seward,2,2,2.7,2.7,2.7,SUN
NE,Thayer,3,4,59.4,44.7,44.7,DFO
NE,Thurston,1,4,4.9,4.5,4.5,DFO
NE,Valley,1,5,12,10.8,10.8,DFO
NE,Washington,3,1,5,5,5,SUN
NE,Wayne,4,11,709.8,708.2,708.2,WND
NE,Webster,4,8,347.4,346.9,346.9,DFO
NE,York,1,3,3.1,3.1,3.1,DFO
NH,Belknap,2,5,3.6,3.5,3.5,WAT
NH,Carroll,2,2,43.6,37.5,42.4,WDS
NH,Coos,10,36,301.2,281.2,289.3,WAT
NH,GRAFTON,1,1,17.5,15,15,WDS
NH,Grafton,10,25,457.3,449.4,454.6,WAT
NH,Hillsborough,9,17,62.6,63.7,64.2,WAT
NH,Merrimack,12,20,550.4,520.5,530.9,WAT
NH,Rockingham,6,13,3227.7,3038,3171.4,NG
NH,Strafford,5,14,21.2,20.2,21.5,WAT
NH,Sullivan,4,4,45.2,41.3,41.5,WND
NJ,,2,0,0,0,0,
NJ,Atlantic,20,23,56.2,55.48,55.08,SUN
NJ,Bergen,7,23,1428.6,1282.6,1281.8,SUN
NJ,Burlington,39,42,425.9,351.1,351.5,SUN
NJ,Camden,20,32,267.6,237,230.6,SUN
NJ,Cape May,4,3,3.6,3.5,3.5,SUN
NJ,Cumberland,22,29,540.1,438.7,475.9,SUN
NJ,Essex,23,29,865.2,822,863.7,SUN
NJ,Gloucester,19,27,1147.3,1106.6,1157.6,SUN
NJ,Hudson,24,45,1282.6,1087.1,1117.8,SUN
NJ,Hunterdon,16,21,605.5,548.6,588.4,SUN
NJ,Mercer,26,35,121.1,114.3,119.1,SUN
NJ,Middlesex,63,99,3040.9,2734.86,2916.3,SUN
NJ,Monmouth,26,27,134.8,134.8,134.8,SUN
NJ,Morris,15,15,47.6,47.5,46,SUN
NJ,Ocean,22,44,820.2,788.4,823.3,SUN
NJ,Passaic,6,21,36.4,33,33.4,WAT
NJ,Salem,5,6,3692.5,3514.8,3514.8,NUC
NJ,Somerset,24,24,62.7,61.74,61.34,SUN
NJ,Sussex,9,10,74,74,74,SUN
NJ,Union,20,41,2848.4,2663.4,2750,SUN
NJ,WARREN,1,2,12.3,9.5,11.9,NG
NJ,Warren,14,17,533.7,496.79,496.79,SUN
NM,Bernalillo,18,23,982.2,962.7,968.7,SUN
NM,Catron,1,1,100,100,100,WND
NM,Chaves,7,7,189.3,188.1,187.4,SUN
NM,Cibola,5,4,64,64,64,SUN
NM,Colfax,4,5,43.8,43.7,43.6,SUN
NM,Curry,6,6,566.6,566.6,566.6,WND
NM,Dona Ana,13,17,748.5,616.4,659.2,SUN
NM,Eddy,4,2,30.1,30.1,30.1,SUN
NM,Grant,3,13,85.4,80.4,85.5,NG
NM,Guadalupe,2,2,235,235,235,WND
NM,Hidalgo,3,11,293.2,249.2,281.6,NG
NM,Lea,16,24,1736.3,1551.7,1593.6,SUN
NM,Lincoln,5,4,730,730,730,WND
NM,Los Alamos,1,1,1,1,1,SUN
NM,Luna,8,9,794.4,700.6,752.6,SUN
NM,McKinley,5,4,658,658,658,SUN
NM,Otero,4,5,188,187.9,187.9,SUN
NM,Quay,8,8,409.4,398.8,399.2,WND
NM,Rio Arriba,7,9,147.6,148.8,148.8,SUN
NM,Roosevelt,4,4,942,510,599,WND
NM,San Juan,11,8,2033.2,1928,1937,NG
NM,San Miguel,5,4,26.5,26.5,22.9,SUN
NM,Sandoval,10,11,264.2,264.2,259,SUN
NM,Santa Fe,1,1,9.5,9.3,9.3,SUN
NM,Sierra,3,5,30.8,30.8,30.8,SUN
NM,Taos,7,7,35.8,35.8,35.8,SUN
NM,Torrance,7,7,1081.2,1081.2,1081.2,WND
NM,Union,1,0,0,0,0,
NM,Valencia,13,12,506.3,488.6,490.1,SUN
NV,CHURCHILL,1,2,23.6,20.2,28.6,GEO
NV,Carson City,1,3,6,6,6,DFO
NV,Churchill,11,24,354.8,282.9,321.3,GEO
NV,Clark,75,159,13711,12672.2,12814.8,SUN
NV,Elko,1,2,32,21.4,32,GEO
NV,Esmeralda,1,0,0,0,0,
NV,Eureka,1,3,442,418.4,419.2,SUN
NV,Humboldt,6,7,756.9,687,690.9,MWH
NV,Lander,6,11,232,164.8,232,GEO
NV,Lincoln,1,0,0,0,0,
NV,Lyon,4,9,282.3,269.2,277.9,GEO
NV,Mineral,3,3,90,76.6,90,GEO
NV,Nye,6,3,242,227,227,SUN
NV,Pershing,2,7,45.4,37.5,45.4,GEO
NV,Storey,4,30,1168.2,1087.3,1135.7,NG
NV,Washoe,20,31,668,604.7,651.3,GEO
NV,White Pine,4,1,150,150,150,WND
NY,Albany,30,52,1501.7,1328.29,1521.89,SUN
NY,Allegany,17,15,117.8,110.8,110.8,SUN
NY,Bronx,14,71,292.7,260.2,261.6,DFO
NY,Broome,13,10,163.5,163.5,163.5,SUN
NY,Cattaraugus,12,13,135.1,123.2,132.3,SUN
NY,Cayuga,16,14,51.1,51,51,SUN
NY,Chautauqua,26,24,458.5,449.2,454.2,SUN
NY,Chemung,7,6,13.3,13.3,13.3,SUN
NY,Chenango,6,5,23.3,23.3,23.3,SUN
NY,Clinton,27,42,871,825.61,856.7,SUN
NY,Columbia,12,10,42.8,40.8,42.8,SUN
NY,Cortland,8,7,50,50,50,SUN
NY,Delaware,1,1,2.3,2.3,2.3,SUN
NY,Dutchess,21,37,1375.4,1077,1198.5,SUN
NY,Erie,31,34,192,175.2,185.6,SUN
NY,Essex,9,10,77.8,76,73.8,SUN
NY,Franklin,13,15,220.7,218.4,219.1,WAT
NY,Fulton,22,24,68,66.5,65.7,SUN
NY,Genesee,24,26,122.1,103.7,114.4,SUN
NY,Greene,13,15,1265.1,1032.5,1246.4,SUN
NY,Herkimer,18,20,138.1,134.6,134.3,WAT
NY,Jefferson,37,67,245.5,234.5,243.4,WAT
NY,Kings,27,108,1519.1,1339.3,1647.3,DFO
NY,Lewis,27,58,780.8,748.2,758.8,WAT
NY,Livingston,12,9,214,214,214,SUN
NY,Madison,15,12,109.1,109.1,106.9,SUN
NY,Monroe,41,58,328.7,326.8,324.7,SUN
NY,Montgomery,18,14,166.4,166.4,166.4,SUN
NY,Nassau,17,46,1465.8,1303.87,1419.21,NG
NY,New York,16,83,897.1,802.3,894.4,DFO
NY,Niagara,24,59,3081.8,3057.1,3079.6,SUN
NY,Oneida,38,39,203.3,197.2,202.3,SUN
NY,Onondaga,34,35,377.7,322.1,349.8,SUN
NY,Ontario,20,27,52.5,52.6,50.4,SUN
NY,Orange,51,70,2727.2,2542.89,2639.81,SUN
NY,Orleans,11,9,22,21.8,21.5,SUN
NY,Oswego,32,64,5959.1,5545,5798.46,SUN
NY,Otsego,3,8,9,9,8.9,DFO
NY,Putnam,1,3,2.1,2.1,2.1,NG
NY,Queens,20,44,5573.6,5184.07,5445.6,NG
NY,Rensselaer,22,35,944.5,854.7,965.3,SUN
NY,Richmond,19,23,993.7,992.3,993.6,NG
NY,Rockland,9,22,1324,1226.4,1239.5,NG
NY,SUFFOLK,1,1,54,56.7,51.2,KER
NY,Saratoga,36,63,565.9,546.3,557.09,SUN
NY,Schenectady,16,18,76,76,76,SUN
NY,Schoharie,3,6,1052,1221.8,1221.4,SUN
NY,Schuyler,7,5,18.6,18.5,18.6,SUN
NY,Seneca,8,28,35.2,35.2,35.2,SUN
NY,St Lawrence,60,104,1350.3,1251.8,1267.6,WAT
NY,St. Lawrence,9,9,38.4,38.4,38.4,SUN
NY,Steuben,22,12,451.8,451.8,451.8,WND
NY,Suffolk,61,97,4322.1,4178.9,4497.3,SUN
NY,Sullivan,25,28,113.8,114.3,114.9,SUN
NY,Tioga,16,14,75.8,75.8,75.8,SUN
NY,Tompkins,15,24,105.5,98.4,101.7,SUN
NY,ULSTER,1,1,3.2,3.2,3.2,WAT
NY,Ulster,22,26,73.6,72.6,70.8,SUN
NY,Warren,5,9,50.6,44.1,48.6,WAT
NY,Washington,15,15,51.6,39.4,42.6,SUN
NY,Wayne,12,14,636.6,604.1,604.4,SUN
NY,Westchester,26,82,146.7,135.51,138.21,DFO
NY,Wyoming,15,13,530.1,520,530.4,SUN
