state,county,plant_count,generator_count,operable_nameplate_capacity_mw,operable_summer_capacity_mw,operable_winter_capacity_mw,dominant_primary_fuel_code
TX,Stephens,1,0,0,0,0,
TX,Sterling,7,10,1473.9,1489.9,1489.9,WND
TX,Stonewall,2,0,0,0,0,
TX,Swisher,4,1,500,500,500,SUN
TX,Tarrant,29,68,1471.3,1398.5,1400.7,NG
TX,Taylor,6,8,971.3,971.3,971.3,WND
TX,Throckmorton,2,3,679.2,679.2,679.2,MWH
TX,Titus,2,2,1116,1000,1000,SUB
TX,Tom Green,9,3,522.8,509.8,509.8,SUN
TX,Travis,21,44,1619.1,1506.9,1570.3,NG
TX,Tyler,2,1,49.9,46.5,46.5,WDS
TX,Upshur,1,1,3,3,3,SUN
TX,Upton,7,12,1840.6,1815,1815,WND
TX,Uvalde,8,2,303.5,303.5,303.5,SUN
TX,Val Verde,8,7,226.4,218.4,218.4,WAT
TX,Van Zandt,2,1,59,59,59,SUN
TX,Victoria,12,28,987.7,821.4,864.4,NG
TX,Walker,1,0,0,0,0,
TX,Ward,5,9,577.7,450.7,517.7,MWH
TX,Washington,1,0,0,0,0,
TX,Webb,17,21,1769.3,1683.4,1697.8,WND
TX,Wharton,17,16,3076.3,2909.7,2992.3,SUN
TX,Wichita,4,10,86.1,82.2,81.2,NG
TX,Wilbarger,9,6,1045.2,1045.2,1045.2,WND
TX,Willacy,7,5,1143.6,1143.6,1143.6,WND
TX,Williamson,7,12,214.1,214,214,MWH
TX,Wilson,9,7,7,7,7,SUN
TX,Winkler,1,1,250,250,250,SUN
TX,Wise,6,23,2237.1,2111.4,2197.4,NG
TX,Wood,1,0,0,0,0,
TX,Yoakum,4,7,1016.5,942.5,971.7,NG
TX,Young,4,5,1342.6,1336.9,1336.9,WND
TX,Zapata,6,5,440.7,440.7,440.7,WND
TX,Zavala,2,0,0,0,0,
UT,Beaver,22,23,751.4,744.8,746.9,SUN
UT,Box Elder,5,8,194.9,194.6,193.8,SUN
UT,Cache,5,8,28.9,25.5,23.6,NG
UT,Carbon,3,2,138.1,131,131,SUN
UT,Daggett,1,3,151.8,151.8,151.8,WAT
UT,Davis,3,7,34,28,35.7,NG
UT,Duchesne,1,2,1.2,1.2,1.2,WAT
UT,Emery,8,7,2627.7,2412,2412,SUN
UT,Garfield,1,3,4.2,4.2,4.2,WAT
UT,Iron,22,19,857.4,855.4,854.5,SUN
UT,Juab,2,4,646.9,604,635,SUN
UT,Kane,1,0,0,0,0,
UT,Millard,8,5,1760,1920,1920,SUN
UT,Morgan,1,2,4,4,4,WAT
UT,Rich,1,1,57.6,57.6,57.6,SUN
UT,Salt Lake,17,35,796.4,667.38,698.74,NG
UT,San Juan,2,2,134.1,134.1,134.1,WND
UT,Sanpete,5,8,8.4,7.6,4.3,WAT
UT,Sevier,1,1,80,80,80,SUN
UT,Summit,2,4,6.3,6.3,6.2,WAT
UT,Tooele,4,9,208.7,192.3,198.3,SUN
UT,Uintah,1,2,512,470.5,469,BIT
UT,Utah,11,29,1474.2,1389.1,1435.1,NG
UT,Wasatch,5,16,38,37.9,37.9,WAT
UT,Washington,9,25,154,144.5,149.1,NG
UT,Weber,6,8,16.2,13.4,13.4,WAT
VA,,1,0,0,0,0,
VA,Accomack,8,21,528.2,445.61,464.41,DFO
VA,Albemarle,1,1,13.3,12.5,12.5,SUN
VA,Alexandria City,1,2,29,29,29,MSW
VA,Alleghany,2,8,243.7,204.5,222.9,BIT
VA,Amelia,4,52,28.4,28.4,28.4,SUN
VA,Amherst,3,6,12.4,6.9,6.9,SUN
VA,Appomattox,2,1,15.7,15.7,15.7,SUN
VA,Augusta,4,2,7.9,7.9,7.9,SUN
VA,Bath,2,7,2867,3020.1,3020.1,WAT
VA,Bedford,5,15,22.2,21.7,21.7,WAT
VA,Botetourt,1,0,0,0,0,
VA,Bristol City,1,0,0,0,0,
VA,Brunswick,5,39,1482.7,1386.5,1522,NG
VA,Buchanan,1,2,88,84,92,NG
VA,Buckingham,7,5,598.8,661.7,682.2,SUN
VA,Campbell,6,8,178.6,158.5,161.2,SUN
VA,Caroline,1,5,892.5,814,931.5,NG
VA,Carroll,4,7,30,40.6,33.5,WAT
VA,Charles City,3,49,189.4,189.4,189.4,LFG
VA,Charlotte,4,1,13.8,13.8,13.8,SUN
VA,Chesapeake,1,3,51.1,38.9,54.5,DFO
VA,Chesapeake City,6,9,643.8,566,616,SUN
VA,Chesterfield,7,56,498.9,435.3,517.8,NG
VA,Clarke,1,1,10,10,10,SUN
VA,Culpeper,2,4,6.9,6.9,6.9,DFO
VA,Danville City,3,1,10.5,10.5,10.5,MWH
VA,Dickenson,1,0,0,0,0,
VA,Dinwiddie,3,1,5,5,5,SUN
VA,Essex,1,1,20,20,20,SUN
VA,Fairfax,3,6,127.2,101.2,101.2,MSW
VA,Fauquier,3,8,1322.2,1105,1323.2,NG
VA,Fluvanna,4,6,1021.4,947.3,989.7,SUN
VA,Frederick,7,6,223.4,223.4,223.4,SUN
VA,Giles,2,4,27.2,27.2,27.2,NG
VA,Gloucester,3,3,94.8,94.7,94.7,SUN
VA,Goochland,2,1,5,5,5,SUN
VA,Grayson,1,4,5.4,5,4.9,WAT
VA,Greensville,7,10,2095.4,1910.1,2003.1,SUN
VA,Halifax,13,15,1426.3,1450.9,1455.7,SUN
VA,Hampton City,1,6,4.8,4.8,4.8,LFG
VA,Hanover,2,10,1338,1214,1341,NG
VA,Harrisonburg City,1,0,0,0,0,
VA,Henrico,5,21,398.4,370,398,LFG
VA,Henry,9,9,107.4,108.8,108.8,SUN
VA,Highland,1,10,6,6,6,DFO
VA,Hopewell City,2,2,118.7,91.7,94.4,BLQ
VA,Isle of Wight,9,5,315.1,315.1,315.1,SUN
VA,James City,2,2,39.9,39.9,39.9,SUN
VA,King George,1,4,13.2,11.3,12.9,LFG
VA,King William,3,7,131,131,131,SUN
VA,King and Queen,1,36,10.8,10.8,10.8,LFG
VA,Lancaster,3,2,6.5,6.5,6.5,SUN
VA,Loudoun,2,3,812,766,770,NG
VA,Louisa,9,16,2944.8,2715.3,2922.5,SUN
VA,Lynchburg City,1,3,1.8,0.6,0.6,WAT
VA,Manassas City,1,0,0,0,0,
VA,Mecklenburg,5,12,486.7,486.5,477.1,SUN
VA,Middlesex,2,9,21.4,21.4,21.4,SUN
VA,Montgomery,2,4,24.3,19.3,23.1,NG
VA,New Kent,2,1,20,20,20,SUN
VA,Norfolk City,1,1,0.9,0.94,0.94,SUN
VA,Northampton,2,7,32,32.6,32.6,DFO
VA,Orange,1,1,62.5,62.5,62.5,SUN
VA,Page,2,6,3,2.4,3.1,WAT
VA,Patrick,1,4,11.8,11.1,11.1,WAT
VA,Pittsylvania,16,20,839.2,887,886.1,SUN
VA,Portsmouth City,1,0,0,0,0,
VA,Powhatan,5,4,82,82,82,SUN
VA,Prince Edward,3,2,7,7,7,SUN
VA,Prince George,4,6,568.7,548,568.7,SUN
VA,Prince William,10,38,785.8,715.7,832.2,DFO
VA,Pulaski,5,23,81.2,65.2,119.2,WAT
VA,Richmond,5,6,214.8,178.9,196,SUN
VA,Richmond City,2,2,114.8,55,55,NG
VA,Roanoke,1,2,3.6,1.8,2.6,WAT
VA,Rockbridge,2,2,7.5,7.4,6.2,SUN
VA,Rockingham,10,17,91.4,77.7,84.7,SUN
VA,Russell,1,2,475,460,470,NG
VA,Salem City,3,3,5.1,5.3,5.3,DFO
VA,Shenandoah,2,2,18.9,18.3,17.8,SUN
VA,Southampton,5,8,181.5,165,167.7,DFO
VA,Spotsylvania,4,4,500,500,500,SUN
VA,Stafford,3,3,3.5,3.3,3.3,LFG
VA,Suffolk,1,1,3.8,3.8,3.8,SUN
VA,Suffolk City,4,3,50,50,50,SUN
VA,Surry,5,10,2343,2284.3,2401.7,SUN
VA,Sussex,2,2,138,138,138,SUN
VA,Virginia Beach,1,1,12,12,12,WND
VA,Virginia Beach City,2,1,17.6,17.6,17.6,SUN
VA,Warren,2,5,1474.7,1372.5,1491.9,SUN
VA,Washington,1,5,285,250,285,NG
VA,Westmoreland,4,4,55.9,55.9,55.9,SUN
VA,Wise,3,2,671,613,629,SUN
VA,Wythe,2,1,20,20,20,SUN
VA,York,1,0,0,0,0,
VT,Addison,15,24,46.2,43.8,45.5,WAT
VT,Bennington,7,5,44.2,43.9,43.8,SUN
VT,Caledonia,9,14,83,81,81.6,WAT
VT,Chittenden,24,37,195.6,171.1,181.7,SUN
VT,Essex,3,6,8,7.5,7.5,WAT
VT,Franklin,8,19,101.7,89.4,98,WAT
VT,Grand Isle,1,1,1,1,1,SUN
VT,Lamoille,6,9,10.5,9.3,10,WAT
VT,Orange,5,8,14.6,14,14.4,SUN
VT,Orleans,7,13,82.5,81.9,81.6,SUN
VT,Rutland,14,22,48.1,42.5,47.2,SUN
VT,Washington,8,11,66.5,57.9,68.6,WAT
VT,Windham,7,31,121.5,132.9,130.5,WAT
VT,Windsor,10,16,88.9,87.3,93.7,WAT
WA,Adams,4,3,169.3,169.3,163.2,SUN
WA,Benton,6,7,1322.1,1271.2,1291.3,WAT
WA,Chelan,6,42,2843.4,2694.2,2694.2,WAT
WA,Clallam,3,1,12.6,12,12,WDS
WA,Clark,1,1,248,230,262,NG
WA,Columbia,4,11,1467.4,1467.4,1467.4,WND
WA,Cowlitz,6,16,768.4,754.6,821.2,WAT
WA,Douglas,1,27,2456.2,2456.2,2456.2,WAT
WA,Franklin,2,2,4.5,4.5,0,WAT
WA,Garfield,2,1,342.7,342.7,342.7,WND
WA,Grant,9,58,9113.8,9383.8,9265,WAT
WA,Grays Harbor,5,8,766.7,650.9,723.8,WND
WA,Jefferson,3,3,9.5,7.9,9,BLQ
WA,King,12,43,167.3,162.2,161.4,WAT
WA,Kitsap,1,0,0,0,0,
WA,Kittitas,7,9,483.1,483,482.9,WND
WA,Klickitat,14,12,1707.8,1656.9,1697.8,WND
WA,Lewis,8,13,1882.7,1750,1759.3,WAT
WA,Lincoln,2,8,113.2,132.7,132.7,WAT
WA,Mason,3,14,129.2,148.4,133,WAT
WA,Pend Oreille,3,10,1249.7,1234.9,1234.9,WAT
WA,Pierce,10,19,640.1,527.8,566,WAT
WA,Skagit,4,10,647.7,527,613.1,NG
WA,Skamania,1,3,240,263.7,263.7,WAT
WA,Snohomish,9,10,127.3,111.9,119.9,MWH
WA,Spokane,7,19,192.4,159.6,190.6,WAT
WA,Stevens,3,8,61.1,59.4,61.3,WAT
WA,Thurston,4,5,149,149.2,149.2,WAT
WA,Walla Walla,4,14,1592.1,1501.7,1501.4,WAT
WA,Whatcom,12,29,1718.9,1637.2,1716.1,WAT
WA,Whitman,6,11,920.3,912,912,DFO
WA,Yakima,10,10,114.1,113,112.8,WAT
WI,Adams,2,6,23.3,21.1,22.1,SUN
WI,Ashland,2,4,48.2,41.4,41.4,WDS
WI,Barron,5,12,30.6,30.1,30.1,SUN
WI,Brown,7,7,352.3,308.2,361.9,NG
WI,Buffalo,3,2,390,392.8,395.5,SUB
WI,Burnett,4,11,8.6,8.5,8.5,WAT
WI,Chippewa,12,32,465,360.5,434.6,WAT
WI,Clark,1,1,2,2,2,SUN
WI,Columbia,6,9,1300.5,1318.4,1351.3,SUB
WI,Dane,23,49,1141,982.49,1025.46,NG
WI,Dodge,5,9,337.3,337.3,337.3,SUN
WI,Door,1,7,5,5,5,DFO
WI,Douglas,3,12,15,9.2,9.2,DFO
WI,Dunn,5,8,15.4,9.8,9.8,SUN
WI,Eau Claire,2,5,12.3,7.3,7.3,WAT
WI,Florence,3,7,18.1,18.1,18.1,WAT
WI,Fond Du Lac,8,10,606.5,552.65,632.85,SUN
WI,Fond du Lac,1,0,0,0,0,
WI,Grant,8,10,353,353,353,SUN
WI,Green Lake,1,3,2.4,2.4,2.4,LFG
WI,Iowa,3,3,330,330,330,SUN
WI,Iron,1,2,1.6,1,1.1,WAT
WI,Jackson,3,3,7,7,7,SUN
WI,Jefferson,8,18,754.8,717.9,761.7,SUN
WI,Juneau,9,16,44.9,44.2,44.6,SUN
WI,Kenosha,5,17,400.2,378.4,418.6,SUN
WI,Kewaunee,2,1,11,11,11,WND
WI,La Crosse,2,5,189.1,136.1,176.1,MSW
WI,Lafayette,2,3,100.3,100.1,100.1,WAT
WI,Langlade,1,1,6,6,6,SUN
WI,Lincoln,5,15,45,41,42.1,WAT
WI,Manitowoc,7,15,1707.7,1579.5,1603.2,SUN
WI,Marathon,7,23,1166.9,1096.9,1107.5,WAT
WI,Marinette,9,30,303.1,256.6,329.7,WAT
WI,Milwaukee,10,25,2370.3,2200,2177.9,SUN
WI,Monroe,3,5,10.5,10.3,10.3,DFO
WI,Oconto,3,7,4.1,3.7,3.7,WAT
WI,Oneida,3,9,30.5,21.5,26.7,WAT
WI,Outagamie,13,30,837.6,773.15,851.24,WAT
WI,Ozaukee,2,7,1237.1,1244,1359.7,SUN
WI,Pierce,1,1,2,2,2,SUN
WI,Polk,5,21,43.1,34.9,32,SUN
WI,Portage,5,21,24.7,28,28,WAT
WI,Price,5,7,6.6,6.6,6.6,WAT
WI,Racine,5,9,213.6,213.6,213.6,SUN
WI,Richland,4,5,56.4,53.8,40.8,SUN
WI,Rock,14,16,1575.6,1400.2,1524.8,SUN
WI,Rusk,6,16,38.7,33.4,32.9,WAT
WI,Sauk,1,8,33.4,29,29,WAT
WI,Sawyer,4,8,10.4,10.2,10.2,WAT
WI,Shawano,1,1,7.5,7.5,7.5,SUN
WI,Sheboygan,5,6,913.7,856.3,924,SUN
WI,St Croix,3,4,4.6,3.6,3.9,WAT
WI,Taylor,1,1,2,2,2,SUN
WI,Trempealeau,2,11,21.9,21.9,21.9,DFO
WI,Vernon,5,4,5.1,5.1,5.1,SUN
WI,Vilas,1,0,0,0,0,
WI,Walworth,2,2,13.5,13.5,13.5,SUN
WI,Washburn,3,3,3.2,2.8,2.8,SUN
WI,Washington,5,11,352.7,270.5,390.9,SUN
WI,Waukesha,2,2,4.5,4.5,4.5,SUN
WI,Waushara,1,1,99,99,99,SUN
WI,Winnebago,2,4,372.5,299.1,367.5,NG
WI,Wood,9,44,331.6,314,321.7,WAT
WV,Barbour,1,2,113.6,113.6,113.6,WND
WV,Berkeley,3,2,1,1,1,WAT
WV,Cabell,1,0,0,0,0,
WV,Fayette,2,12,108.2,103,100.2,WAT
WV,Grant,4,7,2047.9,1991.5,2018.8,WND
WV,Greenbrier,3,3,188.2,188.2,188.2,WND
WV,Hampshire,2,1,20,20,20,SUN
WV,Hancock,1,0,0,0,0,
WV,Harrison,2,3,2052,1954,1984,RC
WV,Jefferson,3,7,100.7,84.3,84.9,WAT
WV,Kanawha,3,6,28.8,28.8,28.8,WAT
WV,Marion,3,2,101.2,85.5,85.5,WC
WV,Marshall,2,5,1748.1,1675.5,1675.5,NG
WV,Mason,2,1,1300,1299,1299,BIT
WV,Mineral,2,2,168.7,167.9,167.9,WND
WV,Monongalia,6,5,2047.3,1876.9,1876.9,BIT
WV,Nicholas,1,2,80,80,50,WAT
WV,Pleasants,4,6,1794.8,1660.3,1682.3,NG
WV,Preston,1,0,0,0,0,
WV,Putnam,2,6,2957.1,2918.7,2923.3,BIT
WV,Raleigh,1,2,3.2,3.2,3.2,LFG
WV,Taylor,1,0,0,0,0,
WV,Tucker,2,1,66,66,66,WND
WV,Wayne,2,12,872.4,750,858,NG
WV,Wetzel,1,2,37.4,19,19,WAT
WV,Wood,1,2,42,42,42,WAT
WY,Albany,4,3,487.1,457.6,457.3,WND
WY,Campbell,10,14,1361.8,1175,1211,SUB
WY,Carbon,19,16,1257.2,1211.6,1211.6,WND
WY,Converse,11,13,2010.1,1892.8,1902.8,WND
WY,Fremont,4,13,31.4,31.2,32.5,NG
WY,Goshen,2,0,0,0,0,
WY,Laramie,8,12,745.6,736.6,736.6,WND
WY,Lincoln,6,13,864.4,720.7,724.9,WAT
WY,Natrona,4,6,249.5,249.5,249.5,WAT
WY,Park,6,9,35.4,34.7,33.7,WAT
WY,Platte,3,7,1907.4,1744.4,1742.6,WAT
WY,Sheridan,1,2,15,10,12,NG
WY,Sweetwater,5,14,2500.5,2293.5,2293.5,BIT
WY,Teton,2,3,4.7,4.7,4.7,DFO
WY,Uinta,4,3,285,283.2,283.2,WND
WY,Weston,1,0,0,0,0,
