station_id,state,state_name,station_name,place_name,latitude,longitude,coordinate_source,geometry_precision,monitoring_year_start,monitoring_year_end,years_with_data_count,approved_sample_count,approved_dose_reading_count,dose_equivalent_rate_avg_nsvh,dose_equivalent_rate_p95_nsvh,dose_equivalent_rate_max_nsvh,gamma_count_rate_total_avg_cpm,background_radiation_band,dominant_radiation_profile,source_dataset,location_name,total_sample_count,first_sample_at_utc,last_sample_at_utc,dose_equivalent_rate_min_nsvh,dose_equivalent_rate_median_nsvh,archive_zip_file,archive_zip_url,r02_avg_cpm,r03_avg_cpm,r04_avg_cpm,r05_avg_cpm,r06_avg_cpm,r07_avg_cpm,r08_avg_cpm,r09_avg_cpm
radnet-wa-ellensburg,WA,Washington,Ellensburg,Ellensburg,47.000124,-120.54954,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2016,2025,10,71736,6237,46.15,50,67,3264.06,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WA: ELLENSBURG,71736,2016-04-12T17:56:00+00:00,2025-12-31T23:23:00+00:00,0,46,data\raw\radiation\epa_radnet\zips\wa_ellensburg_2025-2016.zip,https://www.epa.gov/system/files/other-files/2026-02/wa_ellensburg_2025-2016.zip,1589.88,931.17,277.61,146.27,90.16,117.86,73.57,37.54
radnet-wa-olympia,WA,Washington,Olympia,Olympia,47.040604,-122.895,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,142731,43651,43.76,89,178,2631.68,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WA: OLYMPIA,142731,2008-04-02T20:00:00+00:00,2025-12-31T23:25:00+00:00,0,34,data\raw\radiation\epa_radnet\zips\wa_olympia_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/wa_olympia_2025-2008.zip,1434.78,694.22,191.74,105.34,62.76,75.02,45.13,22.69
radnet-wa-richland,WA,Washington,Richland,Richland,46.28698,-119.294045,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2009,2025,17,113036,62407,76.49,106,176,5116.22,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WA: RICHLAND,113036,2009-09-29T18:52:00+00:00,2025-12-31T23:16:00+00:00,0,72,data\raw\radiation\epa_radnet\zips\wa_richland_2025-2009.zip,https://www.epa.gov/system/files/other-files/2026-02/wa_richland_2025-2009.zip,2471.97,1528.46,428.77,233.82,144.28,173.76,99.64,35.55
radnet-wa-seattle,WA,Washington,Seattle,Seattle,47.619335,-122.351538,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,140718,8912,27.1,30,40,1727.34,Lower background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WA: SEATTLE,140718,2008-06-02T21:47:00+00:00,2025-12-31T23:10:00+00:00,23,27,data\raw\radiation\epa_radnet\zips\wa_seattle_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/wa_seattle_2025-2008.zip,826.95,493.82,150.56,82.51,50.78,62.38,41.57,18.8
radnet-wa-spokane,WA,Washington,Spokane,Spokane,47.666935,-117.433322,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,138664,52599,85.37,95,221,7234.22,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WA: SPOKANE,138664,2008-06-03T11:18:00+00:00,2025-12-31T23:24:00+00:00,66,85,data\raw\radiation\epa_radnet\zips\wa_spokane_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/wa_spokane_2025-2008.zip,3622.58,2077.24,605.39,322.75,206.83,228.3,127.49,43.7
radnet-wi-la_crosse,WI,Wisconsin,La Crosse,La Crosse,43.824685,-91.224616,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2013,2025,13,80360,49253,60.04,68,182,4362.58,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WI: LA CROSSE,80360,2013-07-11T13:58:00+00:00,2025-12-31T23:27:00+00:00,37,60,data\raw\radiation\epa_radnet\zips\wi_la_crosse_2025-2013.zip,https://www.epa.gov/system/files/other-files/2026-02/wi_la_crosse_2025-2013.zip,2176.23,1260.78,352.83,187.78,116.55,143.6,93.17,31.65
radnet-wi-madison,WI,Wisconsin,Madison,Madison,43.087815,-89.429856,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,131269,47089,59.29,104,208,3946.11,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WI: MADISON,131269,2008-11-07T15:49:00+00:00,2025-12-31T23:26:00+00:00,0,52,data\raw\radiation\epa_radnet\zips\wi_madison_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/wi_madison_2025-2008.zip,1877.54,1161.88,338.21,187.13,115.01,141.11,91,34.23
radnet-wi-milwaukee,WI,Wisconsin,Milwaukee,Milwaukee,43.063348,-87.966695,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2006,2025,19,137167,43573,61.98,127,276,3131.78,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WI: MILWAUKEE,137167,2006-11-07T17:05:00+00:00,2025-12-31T23:04:00+00:00,33,49,data\raw\radiation\epa_radnet\zips\wi_milwaukee_2025-2006.zip,https://www.epa.gov/system/files/other-files/2026-02/wi_milwaukee_2025-2006.zip,1605.85,816.85,245.93,141.58,89.04,113.13,74.69,44.79
radnet-wi-shawano,WI,Wisconsin,Shawano,Shawano,44.777894,-88.586019,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2012,2025,14,103954,30111,53.95,64,138,3712.22,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WI: SHAWANO,103954,2012-08-28T14:43:00+00:00,2025-12-31T23:09:00+00:00,0,53,data\raw\radiation\epa_radnet\zips\wi_shawano_2025-2012.zip,https://www.epa.gov/system/files/other-files/2026-02/wi_shawano_2025-2012.zip,1765.11,1076.31,322.81,182,111.5,136.67,84.65,33.17
radnet-wv-charleston,WV,West Virginia,Charleston,Charleston,38.348692,-81.632324,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2008,2025,18,132386,10688,50.16,56,122,4751.89,Mid background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WV: CHARLESTON,132386,2008-03-11T20:42:00+00:00,2025-12-31T23:53:00+00:00,38,50,data\raw\radiation\epa_radnet\zips\wv_charleston_2025-2008.zip,https://www.epa.gov/system/files/other-files/2026-02/wv_charleston_2025-2008.zip,2259.03,1381.52,400.38,234.26,134.45,175.04,110.32,56.89
radnet-wy-casper,WY,Wyoming,Casper,Casper,42.84212,-106.321282,Census Gazetteer 2024 place centroid matched to EPA RadNet station city,place_centroid,2013,2025,13,86343,40815,100.17,110,239,5789.12,Higher background gamma,Ambient gamma exposure monitor,EPA RadNet near-real-time air monitor archives,WY: CASPER,86343,2013-10-28T17:07:00+00:00,2025-12-31T23:30:00+00:00,0,99,data\raw\radiation\epa_radnet\zips\wy_casper_2025-2013.zip,https://www.epa.gov/system/files/other-files/2026-02/wy_casper_2025-2013.zip,2906,1685.15,469.01,246.69,150.75,189.6,102.04,39.86
