plant_code,plant_name,utility_id,utility_name,street_address,city,county,state,zip_code,latitude,longitude,coordinate_status,nerc_region,balancing_authority_code,balancing_authority_name,sector_name,regulatory_status,transmission_owner,grid_voltage_1_kv,grid_voltage_2_kv,grid_voltage_3_kv,energy_storage_flag,generator_count,operable_nameplate_capacity_mw,operable_summer_capacity_mw,operable_winter_capacity_mw,primary_fuel_code,primary_technology,status_mix,carbon_capture_generator_count,carbon_capture_generator_ids,carbon_capture_present_flag,boiler_id_count,boiler_ids,cooling_id_count,cooling_ids,particulate_control_id_count,particulate_control_ids,so2_control_id_count,so2_control_ids,nox_control_id_count,nox_control_ids,mercury_control_id_count,mercury_control_ids,stack_flue_id_count,stack_flue_ids,emissions_control_equipment_count,emissions_control_equipment_types,acid_gas_control_present_flag,emissions_control_statuses,emissions_control_total_cost_thousand_dollars,emissions_control_inservice_years,emissions_control_retirement_years,new_source_review_flags,new_source_review_permits,new_source_review_years,sulfur_regulations,sulfur_standard_rates,sulfur_standard_units,sulfur_standard_periods,sulfur_percent_scrubbed_values,sulfur_compliance_years,sulfur_existing_strategies,sulfur_proposed_strategies,nitrogen_regulations,nitrogen_standard_rates,nitrogen_standard_units,nitrogen_standard_periods,nitrogen_compliance_years,nitrogen_existing_strategies,nitrogen_proposed_strategies,particulate_regulations,particulate_standard_rates,particulate_standard_units,particulate_standard_periods,particulate_compliance_years,mercury_regulations,mercury_compliance_years,mercury_existing_strategies,mercury_proposed_strategies,cooling_statuses,cooling_types,cooling_water_sources,cooling_water_discharges,cooling_intake_rate_gpm_total,cooling_power_requirement_mw_total,cooling_total_cost_thousand_dollars,particulate_collector_types,particulate_collection_efficiency_pct_max,particulate_design_emission_rate_lb_per_hour_total,particulate_gas_exit_rate_cfm_total,particulate_gas_exit_temperature_f_max,so2_control_types,so2_sorbent_types,so2_removal_efficiency_pct_max,so2_design_emission_rate_lb_per_hour_total,so2_flue_gas_exit_rate_cfm_total,so2_flue_gas_exit_temperature_f_max,so2_fgd_total_cost_thousand_dollars,stack_flue_statuses,stack_height_ft_max,stack_exit_rate_100_cfm_total,stack_exit_temperature_100_f_max,stack_exit_velocity_100_ft_per_second_max,co2_emissions_value,co2_emissions_unit,co2_emissions_basis,co2_emissions_source,co2_emissions_reporting_year,co2e_emissions_value,co2e_emissions_unit,co2e_emissions_basis,co2e_emissions_source,co2e_emissions_reporting_year,ch4_emissions_value,ch4_emissions_unit,ch4_emissions_basis,ch4_emissions_source,ch4_emissions_reporting_year,n2o_emissions_value,n2o_emissions_unit,n2o_emissions_basis,n2o_emissions_source,n2o_emissions_reporting_year,so2_emissions_value,so2_emissions_unit,so2_emissions_basis,so2_emissions_source,so2_emissions_reporting_year,nox_emissions_value,nox_emissions_unit,nox_emissions_basis,nox_emissions_source,nox_emissions_reporting_year,particulate_matter_emissions_value,particulate_matter_emissions_unit,particulate_matter_emissions_basis,particulate_matter_emissions_source,particulate_matter_emissions_reporting_year,mercury_emissions_value,mercury_emissions_unit,mercury_emissions_basis,mercury_emissions_source,mercury_emissions_reporting_year,radioisotopic_emissions_value,radioisotopic_emissions_unit,radioisotopic_emissions_basis,radioisotopic_emissions_source,radioisotopic_emissions_reporting_year,emissions_profile_status,source_dataset,source_sheets
60122,Colorado Bend II,6035,"Constellation Power, Inc",4023 S. State Highway 60,Wharton,Wharton,TX,77488,29.289415,-96.065399,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,358,,,N,3,1230.3,1142.7,1210.3,NG,Natural Gas Fired Combined Cycle,OP:3,,,,2,HRSG7|HRSG8,1,ACC1,0,,0,,1,LN SR,0,,2,7|8,1,SR,N,OP,4942,2017,,Y,119365/PSDTX1410,2018,ST,23.93,DH,OH,0,2017,NA,NA,ST,2,NM,DA,2017,LN|SR,LN|SR,ST,5,OP,SM,2017,NA,,NA,NA,OP,DC,,,,0.11,90806,,,,,,,,,,,,,OP,150,3000160,350,65.8,3118096.313,tons,annual_mass,EPA eGRID2023 PLNT23,2023,3121306.452,tons,annual_mass,EPA eGRID2023 PLNT23,2023,117923.519,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,11767.618,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,15.733,tons,annual_mass,EPA eGRID2023 PLNT23,2023,109.547,tons,annual_mass,EPA eGRID2023 PLNT23,2023,96.5818,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66914,"Danish Fields Solar, LLC",65831,"Danish Fields Solar, LLC",11025 Co Rd 403,El Campo,Wharton,TX,77437,29.013637,-96.220536,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,345,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66916,Danish Fields Storage,65833,"Danish Fields Storage, LLC",11025 Co Rd 403,El Campo,Wharton,TX,77437,29.013637,-96.220536,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,138,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68275,Erin,66691,Erin Solar LLC,TBD,Lane City,Wharton,TX,77488,29.163,-96.013,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,345,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66871,"GulfStar Power, LLC",65805,"GulfStar Power, LLC",1521 CR 104,Wharton,Wharton,TX,77488,29.191296,-95.967518,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,345,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66414,Hecate Energy Ramsey Storage,65483,"Hecate Energy Ramsey Storage, LLC",TBD,El Campo,Wharton,TX,77437,29.02939,-96.2362,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,AEP Texas Central Company,345,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
67443,Lane City Wind,66210,"Lane City Wind, LLC",9911 TX-60,Lane City,Wharton,TX,77453,29.209729,-96.029597,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,345,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
50137,Newgulf Cogen,65401,Wharton County Generation LLC,206 Vat Road #A,NewGulf,Wharton,TX,77420,29.2639,-95.8997,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,138,,,N,1,101.9,69,84,NG,Natural Gas Fired Combustion Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
65893,OCI SunRoper,58489,OCI Energy LLC,TBD,Lane City,Wharton,TX,77453,29.240399,-96.011535,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,138,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66123,Prairie Switch Wind LLC,65282,Prairie Switch Wind LLC,6445 CR 421,El Campo,Wharton,TX,77434,29.0919,-96.09,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,AEP Texas Central Company,138,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68149,Raven Storage,65803,"Raven Storage, LLC",TBD,East Bernard,Wharton,TX,77435,29.575617,-96.088724,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,138,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
66157,Red Tailed Hawk Solar LLC,57416,"Acciona Energy USA Global, LLC",6600 CR 421 RD,Pierce,Wharton,TX,77467,29.159228,-96.141572,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,CenterPoint Energy,345,,,N,1,350,350,350,SUN,Solar Photovoltaic,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
67568,Wittig Solar Park,66263,"Greenalia Solar Power Wittig, LLC",3200 Caldwell Rd,Boling,Wharton,TX,77420,29.245055,-95.874765,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,AEP Texas Central Company,138,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68479,Short Creek Solar,66827,"Wichita Solar I, LLC",,Electra,Wichita,TX,76360,34.017622,-98.801303,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,AEP Texas North Company,345,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
50127,Signal Hill Generating LLC,54777,Signal Hill Generating LLC,4511 Alendale Road,Wichita Falls,Wichita,TX,76310,33.8625,-98.5894,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,Oncor Electric Delivery Company LLC,140,,,N,4,80,76.1,75.1,NG,Natural Gas Fired Combined Cycle,OP:3|OS:1,,,,3,HRSGA|HRSGB|HRSGC,0,,0,,0,,0,,0,,0,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6386.499,tons,annual_mass,EPA eGRID2023 PLNT23,2023,6393.057,tons,annual_mass,EPA eGRID2023 PLNT23,2023,240.908,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,24.04,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.032,tons,annual_mass,EPA eGRID2023 PLNT23,2023,17.666,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.172005,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
64774,WAL414,64315,"Walmart Stores Texas, LLC",5131 Greenbriara Road,Wichita Falls,Wichita,TX,76302,33.857046,-98.499006,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",Commercial Non-CHP,NR,Oncor Electric Delivery Company LLC,0.48,,,N,3,1.2,1.2,1.2,NG,Natural Gas Internal Combustion Engine,OP:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.473,tons,annual_mass,EPA eGRID2023 PLNT23,2023,208.687,tons,annual_mass,EPA eGRID2023 PLNT23,2023,7.864,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.785,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.006,tons,annual_mass,EPA eGRID2023 PLNT23,2023,4.116,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.000316,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
54364,Works 4,60538,Vitro Architectural Glass,7400 Central Freeway North,Wichita Falls,Wichita,TX,76305,34.003489,-98.553539,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",Industrial Non-CHP,NR,Oncor Electric Delivery Company LLC,138,,,N,3,4.9,4.9,4.9,DFO,Petroleum Liquids,SB:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.079,tons,annual_mass,EPA eGRID2023 PLNT23,2023,49.24,tons,annual_mass,EPA eGRID2023 PLNT23,2023,3.975,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.795,lbs,annual_mass,EPA eGRID2023 PLNT23,2023,0.087,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.96,tons,annual_mass,EPA eGRID2023 PLNT23,2023,0.153915,tons,annual_mass,EPA eGRID PM2.5 2021 Plant-level Data,2021,,,,,,,,,,,populated_from_epa_egrid_2023_and_pm25_2021,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68456,Blue Summit II Storage,66825,"Blue Summit II Storage, LLC",17273 CR 97N,Vernon,Wilbarger,TX,76384,34.291934,-99.367758,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,Electric Transmission Texas LLC,345,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
61970,Blue Summit II Wind,61563,"Blue Summit II Wind, LLC",17301 CR 97N,Vernon,Wilbarger,TX,76384,34.225882,-99.477986,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,Electric Transmission Texas LLC,345,,,N,1,99.4,99.4,99.4,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
60690,"Blue Summit Storage, LLC",60409,"Blue Summit Storage, LLC",17301 CR 97N,Vernon,Wilbarger,TX,76384,34.299,-99.399,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,AEP Texas North Company,138,,,Y,1,30,30,30,MWH,Batteries,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
58372,Blue Summit Wind LLC,58360,Blue Summit Wind LLC,17301 CR 97N,Vernon,Wilbarger,TX,76384,34.292913,-99.367734,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,AEP Texas Central Company,345,,,N,1,135.4,135.4,135.4,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
60338,Electra Wind Farm,60128,"Electra Wind, LLC",13445 C R 134 East,Oklaunion,Wilbarger,TX,76364,34.102943,-99.118746,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,Electric Transmission Texas LLC,345,,,N,1,230,230,230,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
68765,Hutcherson Solar,67044,"Greenalia Solar Power Hutcherson, LLC",FM Highway 2585 - County Road,Vernon,Wilbarger,TX,76384,34.02533,-99.26568,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,Electric Transmission Texas LLC,345,,,N,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
62356,Lockett Windfarm,61886,"Lockett Windfarm, LLC",13072 US Hwy 183,Vernon,Wilbarger,TX,76384,34.072251,-99.264676,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,Electric Transmission Texas LLC,345,,,N,1,183.8,183.8,183.8,WND,Onshore Wind Turbine,OP:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
67934,Vernon Solar and Storage,66485,"Vernon Solar and Storage, LLC","Northwest Corner, Section 96,",Vernon,Wilbarger,TX,76384,34.109631,-99.296915,present,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",IPP Non-CHP,NR,AEP Texas North Company,69,,,Y,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,external_join_required,EIA-860 2024|EPA eGRID2023|EPA eGRID PM2.5 2021,Plant|Operable|Boiler Generator|Boiler Cooling|Boiler Particulate Matter|Boiler SO2|Boiler NOx|Boiler Mercury|Boiler Stack Flue|Emissions Control Equipment|Emission Standards & Strategies|Cooling|FGP|FGD|Stack Flue|PLNT23|2021 PM Plant-level Data
