state,state_name,place_name,census_name,geoid,population_2024,latitude,longitude,coordinate_source,geometry_precision,matched_town_hall_rows_with_coordinates,population_per_town_hall,land_area_sqmi,water_area_sqmi,match_status,source_population_dataset,source_coordinate_dataset,dominant_people_profile,town_hall_name,town_hall_address,town_hall_locality,town_hall_latitude,town_hall_longitude
IA,Iowa,Floris,Floris city,1927975,119,40.864886,-92.331696,town_hall,point,3,39.67,0.586,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Floris City Hall,103 S Monroe St,"Floris, IA 52560",40.864886,-92.331696
IA,Iowa,Floyd,Floyd city,1928020,297,43.128176,-92.736408,town_hall,point,3,99.00,0.552,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Floyd City Hall,617 Monroe St,"Floyd, IA 50435",43.128176,-92.736408
IA,Iowa,Fonda,Fonda city,1928245,636,42.581290,-94.847464,town_hall,point,3,212.00,1.004,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Fonda City Hall,104 W 2nd St,"Fonda, IA 50540",42.581290,-94.847464
IA,Iowa,Fontanelle,Fontanelle city,1928290,684,41.289518,-94.563828,town_hall,point,3,228.00,0.857,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Fontanelle Town Hall,313 Washington St,"Fontanelle, IA 50846",41.289518,-94.563828
IA,Iowa,Forest City,Forest City city,1928380,4199,43.257083,-93.636556,census_place_centroid,point,0,,4.588,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fostoria,Fostoria city,1928650,229,43.242171,-95.155660,town_hall,point,3,76.33,0.406,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Fostoria City Hall,10 3rd Ave W,"Fostoria, IA 51340",43.242171,-95.155660
IA,Iowa,Franklin,Franklin city,1928740,133,40.666797,-91.511823,census_place_centroid,point,0,,0.156,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fraser,Fraser city,1928920,107,42.127167,-93.974209,census_place_centroid,point,0,,1.136,0.115,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fredericksburg,Fredericksburg city,1928965,983,42.964777,-92.196496,census_place_centroid,point,0,,0.9,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Frederika,Frederika city,1929010,206,42.881581,-92.307717,town_hall,point,3,68.67,0.367,0.074,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Frederika Town Hall,111 3rd St,"Frederika, IA 50631",42.881581,-92.307717
IA,Iowa,Fredonia,Fredonia city,1929055,227,41.284311,-91.339167,census_place_centroid,point,0,,0.151,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fremont,Fremont city,1929190,688,41.212483,-92.433721,census_place_centroid,point,0,,1.063,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fruitland,Fruitland city,1929280,928,41.34745,-91.128785,census_place_centroid,point,0,,1.797,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fort Atkinson,Fort Atkinson city,1928425,300,43.144264,-91.93449,census_place_centroid,point,0,,0.318,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fort Dodge,Fort Dodge city,1928515,24886,42.509863,-94.175675,census_place_centroid,point,0,,16.008,0.265,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Fort Madison,Fort Madison city,1928605,9983,40.633354,-91.312001,town_hall,point,3,3327.67,9.65,3.597,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Fort Madison Street & Sewer,811 Avenue E,"Fort Madison, IA 52627",40.633354,-91.312001
IA,Iowa,Galt,Galt city,1929550,22,42.693538,-93.604621,census_place_centroid,point,0,,0.555,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Galva,Galva city,1929595,416,42.505659,-95.418037,census_place_centroid,point,0,,0.754,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Garber,Garber city,1929685,76,42.744245,-91.260656,census_place_centroid,point,0,,0.225,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Garden Grove,Garden Grove city,1929775,173,40.827024,-93.614911,town_hall,point,3,57.67,0.676,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Garden Grove City Hall,101 W Main St,"Garden Grove, IA 50103",40.827024,-93.614911
IA,Iowa,Garnavillo,Garnavillo city,1929910,751,42.865187,-91.233727,town_hall,point,3,250.33,0.944,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Garnavillo City Hall,106 E Chestnut St,"Garnavillo, IA 52049",42.865187,-91.233727
IA,Iowa,Garner,Garner city,1929955,3049,43.100449,-93.602629,town_hall,point,3,1016.33,2.125,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Garner City Hall,135 W 5th St,"Garner, IA 50438",43.100449,-93.602629
IA,Iowa,Garrison,Garrison city,1930000,345,42.144037,-92.144890,town_hall,point,3,115.00,0.308,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Garrison City Hall,103 S Birch Ave,"Garrison, IA 52229",42.144037,-92.144890
IA,Iowa,Garwin,Garwin city,1930045,469,42.093481,-92.679118,census_place_centroid,point,0,,1.007,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Geneva,Geneva city,1930135,137,42.674846,-93.129833,census_place_centroid,point,0,,0.409,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,George,George city,1930225,1106,43.341873,-96.003257,census_place_centroid,point,0,,2.294,0.005,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Gibson,Gibson city,1930540,58,41.480255,-92.392156,census_place_centroid,point,0,,0.063,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Gilbert,Gilbert city,1930630,1397,42.104704,-93.639056,town_hall,point,3,465.67,1.101,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,City of Gilbert,105 SE 2nd St,"Gilbert, IA 50105",42.104704,-93.639056
IA,Iowa,Gilbertville,Gilbertville city,1930675,792,42.415683,-92.214732,town_hall,point,3,264.00,0.358,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Gilbertville City Hall,1321 5th St,"Gilbertville, IA 50634",42.415683,-92.214732
IA,Iowa,Gillett Grove,Gillett Grove city,1930810,31,43.013976,-95.036584,town_hall,point,4,7.75,0.222,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,City of Gillett Grove City Hall,211 Railway St,"Gillett Grove, IA 51341",43.013976,-95.036584
IA,Iowa,Gilman,Gilman city,1930900,530,41.880560,-92.787605,town_hall,point,3,176.67,0.536,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Gilman City Town Hall,128 N Main St,"Gilman, IA 50106",41.880560,-92.787605
IA,Iowa,Gilmore City,Gilmore City city,1930945,484,42.726804,-94.436817,census_place_centroid,point,0,,1.239,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Gladbrook,Gladbrook city,1931035,775,42.187949,-92.716021,town_hall,point,3,258.33,0.697,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Gladbrook Iowa,319 2nd St,"Gladbrook, IA 50635",42.187949,-92.716021
IA,Iowa,Glenwood,Glenwood city,1931350,5250,41.044701,-95.740606,census_place_centroid,point,0,,2.923,0.012,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Glidden,Glidden city,1931395,1140,42.057776,-94.726606,census_place_centroid,point,0,,1.113,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Goldfield,Goldfield city,1931530,617,42.735623,-93.917906,census_place_centroid,point,0,,1.175,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Goodell,Goodell city,1931575,139,42.923826,-93.6141,census_place_centroid,point,0,,0.432,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Goose Lake,Goose Lake city,1931665,250,41.968520,-90.381397,town_hall,point,3,83.33,0.331,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Goose Lake City Hall,1 School Ln,"Goose Lake, IA 52750",41.968520,-90.381397
IA,Iowa,Gowrie,Gowrie city,1931710,943,42.277932,-94.289735,census_place_centroid,point,0,,1.439,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Graettinger,Graettinger city,1931800,810,43.23702,-94.750469,census_place_centroid,point,0,,0.754,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Graf,Graf city,1931845,76,42.493853,-90.873191,census_place_centroid,point,0,,0.133,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Grafton,Grafton city,1931890,212,43.328789,-93.070769,town_hall,point,3,70.67,0.321,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Grafton City Hall,109 3rd Ave,"Grafton, IA 50440",43.328789,-93.070769
IA,Iowa,Grand Junction,Grand Junction city,1931980,715,42.031652,-94.238362,town_hall,point,3,238.33,0.969,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Grand Junction City Hall,212 Main St E,"Grand Junction, IA 50107",42.031652,-94.238362
IA,Iowa,Grand Mound,Grand Mound city,1932025,608,41.821865,-90.649885,town_hall,point,3,202.67,1.871,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,City of Grand Mound,615 Sunnyside St,"Grand Mound, IA 52751",41.821865,-90.649885
IA,Iowa,Grand River,Grand River city,1932070,192,40.819011,-93.963064,census_place_centroid,point,0,,0.189,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Grandview,Grandview city,1932115,431,41.277115,-91.188077,census_place_centroid,point,0,,0.228,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Granger,Granger city,1932160,2095,41.756594,-93.816756,census_place_centroid,point,0,,2.47,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Grant,Grant city,1932295,82,41.143271,-94.98417,census_place_centroid,point,0,,0.734,0.01,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Granville,Granville city,1932475,302,42.984566,-95.874381,town_hall,point,3,100.67,0.291,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Granville City Office,740 Broad St,"Granville, IA 51022",42.984566,-95.874381
IA,Iowa,Gravity,Gravity city,1932520,149,40.76353,-94.74442,census_place_centroid,point,0,,0.336,0.001,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Gray,Gray city,1932565,62,41.841711,-94.985863,census_place_centroid,point,0,,0.996,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Greeley,Greeley city,1932610,216,42.584779,-91.343810,town_hall,point,3,72.00,0.375,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Greeley City Hall,210 W 3rd St,"Greeley, IA 52050",42.584779,-91.343810
IA,Iowa,Greene,Greene city,1932745,971,42.891393,-92.812013,town_hall,point,3,323.67,1.141,0.068,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Greene City Hall,202 W South St,"Greene, IA 50636",42.891393,-92.812013
IA,Iowa,Greenfield,Greenfield city,1932790,1988,41.303877,-94.461354,town_hall,point,3,662.67,1.801,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Greenfield Public Library,202 S 1st St,"Greenfield, IA 50849",41.303877,-94.461354
IA,Iowa,Greenville,Greenville city,1932970,69,43.016978,-95.146117,census_place_centroid,point,0,,0.166,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Grimes,Grimes city,1933060,17266,41.689720,-93.788425,town_hall,point,3,5755.33,13.112,0.018,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,City of Grimes,101 NE Harvey St,"Grimes, IA 50111",41.689720,-93.788425
IA,Iowa,Grinnell,Grinnell city,1933105,9495,41.735236,-92.724902,census_place_centroid,point,0,,5.689,0.041,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Griswold,Griswold city,1933150,975,41.234332,-95.139368,census_place_centroid,point,0,,0.609,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Grundy Center,Grundy Center city,1933195,2821,42.363729,-92.774017,census_place_centroid,point,0,,2.57,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Gruver,Gruver city,1933240,63,43.393076,-94.703556,census_place_centroid,point,0,,0.127,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Guernsey,Guernsey city,1933285,59,41.650551,-92.346018,census_place_centroid,point,0,,0.562,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Guthrie Center,Guthrie Center city,1933420,1579,41.677935,-94.499153,census_place_centroid,point,0,,2.379,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Guttenberg,Guttenberg city,1933465,1804,42.788556,-91.108775,census_place_centroid,point,0,,2.194,0.035,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Halbur,Halbur city,1933645,268,42.005319,-94.971946,census_place_centroid,point,0,,0.212,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hamburg,Hamburg city,1933780,863,40.605862,-95.657528,census_place_centroid,point,0,,1.497,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hamilton,Hamilton city,1933870,125,41.17049,-92.904095,census_place_centroid,point,0,,0.506,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hampton,Hampton city,1933960,4340,42.741989,-93.204992,census_place_centroid,point,0,,4.425,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hancock,Hancock city,1934005,199,41.394614,-95.35969,census_place_centroid,point,0,,0.723,0.037,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hanlontown,Hanlontown city,1934185,200,43.280934,-93.378907,census_place_centroid,point,0,,0.969,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hansell,Hansell city,1934365,85,42.757771,-93.104119,census_place_centroid,point,0,,0.225,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Harcourt,Harcourt city,1934410,257,42.262568,-94.175994,town_hall,point,3,85.67,1.011,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Harcourt Town Hall,204 S Ash St,"Harcourt, IA 50544",42.262568,-94.175994
IA,Iowa,Hardy,Hardy city,1934455,55,42.81017,-94.0512,census_place_centroid,point,0,,0.45,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Harlan,Harlan city,1934500,4898,41.656848,-95.319115,town_hall,point,3,1632.67,4.42,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Harlan City Hall,711 Durant St,"Harlan, IA 51537",41.656848,-95.319115
IA,Iowa,Harper,Harper city,1934545,117,41.363721,-92.050895,census_place_centroid,point,0,,0.088,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Harpers Ferry,Harpers Ferry city,1934590,273,43.200858,-91.152102,census_place_centroid,point,0,,0.64,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Harris,Harris city,1934635,145,43.4451,-95.437199,census_place_centroid,point,0,,1.002,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hartford,Hartford city,1934680,729,41.459414,-93.403560,town_hall,point,1,729.00,1.088,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hartford City Hall,150 W Elm St,"Hartford, IA 50118",41.459414,-93.403560
IA,Iowa,Hartley,Hartley city,1934725,1584,43.180975,-95.477145,town_hall,point,3,528.00,1.33,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hartley City Hall,11 S Central Ave,"Hartley, IA 51346",43.180975,-95.477145
IA,Iowa,Hartwick,Hartwick city,1934770,91,41.784955,-92.344717,town_hall,point,2,45.50,0.158,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hartwick City Hall,201 Main St,"Hartwick, IA 52232",41.784955,-92.344717
IA,Iowa,Harvey,Harvey city,1934860,242,41.317948,-92.922715,census_place_centroid,point,0,,0.677,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hastings,Hastings city,1934995,157,41.025153,-95.494742,census_place_centroid,point,0,,0.41,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Havelock,Havelock city,1935130,127,42.832908,-94.703490,town_hall,point,3,42.33,0.559,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Havelock Town Hall,858 Wood St,"Havelock, IA 50546",42.832908,-94.703490
IA,Iowa,Haverhill,Haverhill city,1935220,164,41.944144,-92.960721,census_place_centroid,point,0,,0.139,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hawarden,Hawarden city,1935265,2630,43.001314,-96.482908,census_place_centroid,point,0,,2.769,0.136,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hawkeye,Hawkeye city,1935310,429,42.937787,-91.950402,census_place_centroid,point,0,,0.672,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hayesville,Hayesville city,1935445,43,41.2648,-92.247792,census_place_centroid,point,0,,0.25,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hazleton,Hazleton city,1935580,711,42.618702,-91.907069,town_hall,point,3,237.00,0.799,0.04,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hazelton City Clerk,111 3rd St N,"Hazleton, IA 50641",42.618702,-91.907069
IA,Iowa,Hedrick,Hedrick city,1935670,717,41.171327,-92.307914,census_place_centroid,point,0,,1.558,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Henderson,Henderson city,1935715,140,41.139673,-95.428295,town_hall,point,3,46.67,0.133,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Henderson Town Hall,310 Maple St,"Henderson, IA 51541",41.139673,-95.428295
IA,Iowa,Hiawatha,Hiawatha city,1935940,7347,42.038471,-91.675292,town_hall,point,3,2449.00,4.765,0.005,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,City of Hiawatha,101 Emmons St,"Hiawatha, IA 52233",42.038471,-91.675292
IA,Iowa,Hills,Hills city,1936345,911,41.554998,-91.534799,town_hall,point,3,303.67,0.822,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hill City Hall,201 N 1st St,"Hills, IA 52235",41.554998,-91.534799
IA,Iowa,Hillsboro,Hillsboro city,1936390,158,40.835476,-91.713079,town_hall,point,3,52.67,0.579,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hillsboro City Hall,105 E Commercial St,"Hillsboro, IA 52630",40.835476,-91.713079
IA,Iowa,Hinton,Hinton city,1936480,959,42.62279,-96.29815,census_place_centroid,point,0,,0.892,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Holland,Holland city,1936705,261,42.400127,-92.798835,census_place_centroid,point,0,,0.252,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Holstein,Holstein city,1936840,1475,42.487149,-95.542877,census_place_centroid,point,0,,1.577,0.005,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Holy Cross,Holy Cross city,1936885,348,42.601750,-90.996564,town_hall,point,3,116.00,0.328,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Holy Cross City Hall,938 Church St,"Holy Cross, IA 52053",42.601750,-90.996564
IA,Iowa,Hopkinton,Hopkinton city,1937155,622,42.343619,-91.247783,town_hall,point,3,207.33,0.642,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hopkinton City Hall,115 1st St SE,"Hopkinton, IA 52237",42.343619,-91.247783
IA,Iowa,Hornick,Hornick city,1937200,255,42.228989,-96.096459,census_place_centroid,point,0,,0.307,0.006,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hospers,Hospers city,1937290,703,43.071919,-95.903678,census_place_centroid,point,0,,0.528,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Houghton,Houghton city,1937335,129,40.783708,-91.609996,census_place_centroid,point,0,,0.3,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Hubbard,Hubbard city,1937425,837,42.305637,-93.296860,town_hall,point,3,279.00,1.775,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hubbard City Hall,323 E Maple St,"Hubbard, IA 50122",42.305637,-93.296860
IA,Iowa,Hudson,Hudson city,1937470,2916,42.406864,-92.455288,town_hall,point,1,2916.00,8.449,0.07,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Hudson Town Hall,525 Jefferson St,"Hudson, IA 50643",42.406864,-92.455288
IA,Iowa,Hull,Hull city,1937515,2459,43.189457,-96.1341,census_place_centroid,point,0,,1.415,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Humboldt,Humboldt city,1937560,4774,42.722928,-94.22502,census_place_centroid,point,0,,4.652,0.154,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Humeston,Humeston city,1937605,472,40.860728,-93.497303,census_place_centroid,point,0,,0.624,0.01,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Huxley,Huxley city,1937920,4737,41.896501,-93.606298,town_hall,point,4,1184.25,3.409,0.,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Huxley City Administration,515 N Main Ave,"Huxley, IA 50124",41.896501,-93.606298
IA,Iowa,Ida Grove,Ida Grove city,1938010,1988,42.343762,-95.470135,town_hall,point,1,1988.00,2.196,0.007,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Community Hall,403 3rd St,"Ida Grove, IA 51445",42.343762,-95.470135
IA,Iowa,Imogene,Imogene city,1938055,37,40.877674,-95.429213,census_place_centroid,point,0,,0.493,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Independence,Independence city,1938100,6266,42.468390,-91.890467,town_hall,point,1,6266.00,6.028,0.138,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Independence City Hall,331 1st St E,"Independence, IA 50644",42.468390,-91.890467
IA,Iowa,Indianola,Indianola city,1938280,16297,41.362971,-93.565545,census_place_centroid,point,0,,11.435,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Inwood,Inwood city,1938415,962,43.309209,-96.434357,census_place_centroid,point,0,,1.417,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Ionia,Ionia city,1938460,220,43.035879,-92.458402,census_place_centroid,point,0,,0.564,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Iowa City,Iowa City city,1938595,76710,41.660496,-91.529987,town_hall,point,3,25570.00,25.764,0.539,town_hall_coordinate_match,Census Population Estimates 2024,US_Town_Halls,Town hall anchored municipality,Iowa City City Hall,410 E Washington St,"Iowa City, IA 52240",41.660496,-91.529987
IA,Iowa,Iowa Falls,Iowa Falls city,1938640,4993,42.519169,-93.26605,census_place_centroid,point,0,,5.388,0.078,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
IA,Iowa,Ireton,Ireton city,1938820,571,42.974897,-96.321609,census_place_centroid,point,0,,1.02,0.,census_centroid_fallback,Census Population Estimates 2024,Census Gazetteer 2024,Census centroid municipality,,,,,
